PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Thomas-White, Krystal J.; Kliethermes, Stephanie; Rickey, Leslie; Lukacz, Emily S.; Richter, Holly E.; Moalli, Pamela; Zimmem, Philippe; Norton, Peggy; Kusek, John W.; Wolfe, Alan J.; Brubaker, Linda		Natl Inst Diabet Digestive Kidney						Evaluation of the urinary microbiota of women with uncomplicated stress urinary incontinence								AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY				216	1					55.e1-e16	10.1016/j.ajog.2016.07.049			JAN 2017	2017										11							WOS:000396381100014		
J	Frankova, Marketa; Sumberova, Katerina; Potuzak, Jan; Vild, Ondrej								The role of plant substrate type in shaping the composition and diversity of epiphytic diatom assemblages in a eutrophic reservoir								FUNDAMENTAL AND APPLIED LIMNOLOGY				189	2			117	135		10.1127/fal/2016/0936			JAN 2017	2017						10th Central European Diatom Meeting (CE-DiatoM)	APR 20-23, 2016	MTA Ctr Ecol Res; Hungarian Nat Hist Mus	Budapest, HUNGARY	1							WOS:000395223500004		
J	Schefzik, Roman								Ensemble calibration with preserved correlations: unifying and comparing ensemble copula coupling and member-by-member postprocessing								QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY				143	703			999	1008		10.1002/qj.2984			JAN 2017	2017										2							WOS:000396560600033		
J	Scangas, George A.; Remenschneider, Aaron K.; Su, Brooke M.; Shrime, Mark G.; Metson, Ralph								Cost Utility Analysis of Endoscopic Sinus Surgery for Chronic Rhinosinusitis With and Without Nasal Polyposis								LARYNGOSCOPE				127	1			29	37		10.1002/lary.26169			JAN 2017	2017										3							WOS:000394951400019		
J	Rapp, H.; Eriksson, S. Ledin; Smith, P.								Superior hypogastric plexus block as a new method of pain relief after abdominal hysterectomy: double-blind, randomised clinical trial of efficacy								BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY				124	2			270	276		10.1111/1471-0528.14119			JAN 2017	2017										0							WOS:000396378500019		
J	Catalan, N.; Casas-Ruiz, J. P.; von Schiller, D.; Proia, L.; Obrador, B.; Zwirnmann, E.; Marce, R.								Biodegradation kinetics of dissolved organic matter chromatographic fractions in an intermittent river								JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES				122	1			131	144		10.1002/2016JG003512			JAN 2017	2017										2							WOS:000394944400009		
J	Molina-Venegas, Rafael; Aparicio, Abelardo; Lavergne, Sebastien; Arroyo, Juan								Climatic and topographical correlates of plant palaeo- and neoendemism in a Mediterranean biodiversity hotspot								ANNALS OF BOTANY				119	2			229	238		10.1093/aob/mcw093			JAN 2017	2017										8							WOS:000395622300003		
J	Dayrell, Roberta L. C.; Garcia, Queila S.; Negreiros, Daniel; Baskin, Carol C.; Baskin, Jerry M.; Silveira, Fernando A. O.								Phylogeny strongly drives seed dormancy and quality in a climatically buffered hotspot for plant endemism								ANNALS OF BOTANY				119	2			267	277		10.1093/aob/mcw163			JAN 2017	2017										17							WOS:000395622300006		
J	Sandel, Brody; Monnet, Anne-Christine; Govaerts, Rafael; Vorontsova, Maria								Late Quaternary climate stability and the origins and future of global grass endemism								ANNALS OF BOTANY				119	2			279	288		10.1093/aob/mcw178			JAN 2017	2017										2							WOS:000395622300007		
J	Batori, Zoltan; Vojtko, Andras; Farkas, Tunde; Szabo, Anna; Havadtoi, Krisztina; Vojtko, Anna E.; Tolgyesi, Csaba; Cseh, Viktoria; Erdos, Laszlo; Maak, Istvan Elek; Keppel, Gunnar								Large- and small-scale environmental factors drive distributions of cool-adapted plants in karstic microrefugia								ANNALS OF BOTANY				119	2			301	309		10.1093/aob/mcw233			JAN 2017	2017										5							WOS:000395622300009		
J	Rogers, Natasha M.; Sharifi-Sanjani, Maryam; Yao, Mingyi; Ghimire, Kedar; Bienes-Martinez, Raquel; Mutchler, Stephanie M.; Knupp, Heather E.; Baust, Jeffrey; Novelli, Enrico M.; Ross, Mark; St Croix, Claudette; Kutten, Johannes C.; Czajka, Caitlin A.; Sembrat, John C.; Rojas, Mauricio; Labrousse-Arias, David; Bachman, Timothy N.; Vanderpool, Rebecca R.; Zuckerbraun, Brian S.; Champion, Hunter C.; Mora, Ana L.; Straub, Adam C.; Bilonick, Richard A.; Calzada, Maria J.; Isenberg, Jeffrey S.								TSP1-CD47 signaling is upregulated in clinical pulmonary hypertension and contributes to pulmonary arterial vasculopathy and dysfunction								CARDIOVASCULAR RESEARCH				113	1			15	29		10.1093/cvr/cvw218			JAN 2017	2017										11							WOS:000397023400007		
J	Bonnert, Marianne; Olen, Ola; Lalouni, Maria; Benninga, Marc A.; Bottai, Matteo; Engelbrektsson, Johanna; Hedman, Erik; Lenhard, Fabian; Melin, Bo; Simren, Magnus; Vigerland, Sarah; Serlachius, Eva; Ljotsson, Brjann								Internet-Delivered Cognitive Behavior Therapy for Adolescents With Irritable Bowel Syndrome: A Randomized Controlled Trial								AMERICAN JOURNAL OF GASTROENTEROLOGY				112	1			152	162		10.1038/ajg.2016.503			JAN 2017	2017										11							WOS:000394131800026		
J	Lawley, Christopher J. M.; Jackson, Simon; Yang, Zhaoping; Davis, William; Eglington, Bruce								TRACING THE TRANSITION OF GOLD FROM SOURCE TO SPONGE TO SINK								ECONOMIC GEOLOGY				112	1			169	183					JAN-FEB 2017	2017										1							WOS:000396743200009		
J	Wanous, Amanda A.; Wey, Andrew; Rudser, Kyle D.; Roberts, Kari D.								Feasibility of Laryngeal Mask Airway Device Placement in Neonates								NEONATOLOGY				111	3			222	227		10.1159/000450691			2017	2017										4							WOS:000396841900005		
J	da Silva, Vinicius X.; Sacramento, Mario; Hasui, Erica; da Cunha, Rogerio G. T.; Ramos, Flavio N.								Taxonomic groups with lower movement capacity may present higher beta diversity								IHERINGIA SERIE ZOOLOGIA				107						UNSP e2017005	10.1590/1678-4766e2017005			2017	2017										1							WOS:000394004100005		
J	Fitz, Raquel C.; Rodenbusch, Cesar A.; Dala-Corte, Renato B.; Azevedo, Marco A.								Life history traits of Characidium pterostictum (Characiformes, Crenuchidae) along the longitudinal gradient of a Neotropical river in southern Brazil								IHERINGIA SERIE ZOOLOGIA				107						UNSP e2017002	10.1590/1678-4766e2017002			2017	2017										0							WOS:000394004100002		
J	Podgaiski, Luciana R.; Rodrigues, Gilberto G.								Spider community responds to litter complexity: insights from a small-scale experiment in an exotic pine stand								IHERINGIA SERIE ZOOLOGIA				107						UNSP e2017007	10.1590/1678-4766e2017007			2017	2017										0							WOS:000394004100007		
J	Natalucci, Giancarlo; Bucher, Hans Ulrich; Von Rhein, Michael; Tolsa, Cristina Borradori; Latal, Beatrice; Adams, Mark		Swiss Neonatal Network Follow-Up						Population based report on health related quality of life in adolescents born very preterm								EARLY HUMAN DEVELOPMENT				104				7	12		10.1016/j.earlhumdev.2016.11.002			JAN 2017	2017										0							WOS:000394201100002		
J	Wogsland, Cara Ellen; Greenplate, Allison Rae; Kolstad, Arne; Myklebust, June Helen; Irish, Jonathan Michael; Huse, Kanutte								Mass Cytometry of Follicular Lymphoma Tumors Reveals Intrinsic Heterogeneity in Proteins Including HLA-DR and a Deficit in Nonmalignant Plasmablast and Germinal Center B-Cell Populations								CYTOMETRY PART B-CLINICAL CYTOMETRY				92	1			79	87		10.1002/cyto.b.21498			JAN 2017	2017										2							WOS:000394980300009		
J	Popoola, Ifeoluwa Tobi; Garner, Bart; Ammeter, Anthony; Krey, Nina; Ammeter, Danielle Beu; Schafer, Stuart								How does ethics institutionalization reduce academic cheating?								JOURNAL OF EDUCATION FOR BUSINESS				92	1			29	35		10.1080/08832323.2016.1274710			2017	2017										2							WOS:000396524800005		
J	Ashton, Neil K.; Liss, Stephanie A.; Walker, Ricardo W.; Brown, Richard S.; Klassen, Cheryl; Backhouse, Stephanie; Bates, Phil; Townsend, Richard L.								How Low Can You Go? Determining a Size Threshold for Implantation of a New Acoustic Transmitter in Age-0 White Sturgeon								NORTHWEST SCIENCE				91	1			69	80					JAN 2017	2017										3							WOS:000395164800007		
J	Seiffert, Moritz; Conradi, Lenard; Gutwein, Andreas; Schoen, Gerhard; Deuschl, Florian; Schofer, Niklas; Becker, Nina; Schirmer, Johannes; Reichenspurner, Hermann; Blankenberg, Stefan; Treede, Hendrik; Schaefer, Ulrich								Baseline anemia and its impact on midterm outcome after transcatheter aortic valve implantation								CATHETERIZATION AND CARDIOVASCULAR INTERVENTIONS				89	1			E44	E52		10.1002/ccd.26563			JAN 2017	2017										1							WOS:000394718600014		
J	Bruetting, Christoph; Schaefer, Martin; Vankova, Radomira; Gase, Klaus; Baldwin, Ian T.; Meldau, Stefan								Changes in cytokinins are sufficient to alter developmental patterns of defense metabolites in Nicotiana attenuata								PLANT JOURNAL				89	1			15	30		10.1111/tpj.13316			JAN 2017	2017										7							WOS:000395810500002		
J	McGillion, Michelle; Herbert, Jane S.; Pine, Julian; Vihman, Marilyn; dePaolis, Rory; Keren-Portnoy, Tamar; Matthews, Danielle								What Paves the Way to Conventional Language? The Predictive Value of Babble, Pointing, and Socioeconomic Status								CHILD DEVELOPMENT				88	1			156	166		10.1111/cdev.12671			JAN-FEB 2017	2017										4							WOS:000396006900013		
J	Reed, Gregory C.; Litvaitis, John A.; Ellingwood, Mark; Tate, Patrick; Broman, Derick J. A.; Siren, Alexej P. K.; Carroll, Rory P.								Describing habitat suitability of bobcats (Lynx rufus) using several sources of information obtained at multiple spatial scales								MAMMALIAN BIOLOGY				82				17	26		10.1016/j.mambio.2016.10.002			JAN 2017	2017										3							WOS:000394197500003		
J	Grobler, J. Paul; Hayter, Kyla N.; Labuschagne, Christiaan; Nel, E. J.; Coetzer, Willem G.								The genetic status of naturally occurring black-nosed impala from northern South Africa								MAMMALIAN BIOLOGY				82				27	33		10.1016/j.mambio.2016.10.004			JAN 2017	2017										0							WOS:000394197500004		
J	Kioko, John; Taylor, Kris; Milne, Heather J.; Hayes, Kendra Zoe; Kiffner, Christian								Temporal gland secretion in African elephants (Loxodonta africana)								MAMMALIAN BIOLOGY				82				34	40		10.1016/j.mambio.2016.07.005			JAN 2017	2017										0							WOS:000394197500005		
J	Uhrin, Marcel; Benda, Petr; Kanuch, Peter								Different responses of attic-dwelling bat species to landscape naturalness								MAMMALIAN BIOLOGY				82				48	56		10.1016/j.mambio.2016.10.001			JAN 2017	2017										1							WOS:000394197500007		
J	Huck, Maren; Juarez, Cecilia P.; Fernandez-Duque, Eduardo								Relationship between moonlight and nightly activity patterns of the ocelot (Leopardus pardalis) and some of its prey species in Formosa, Northern Argentina								MAMMALIAN BIOLOGY				82				57	64		10.1016/j.mambio.2016.10.005			JAN 2017	2017										1							WOS:000394197500008		
J	Ngoprasert, Dusit; Lynam, Antony J.; Gale, George A.								Effects of temporary closure of a national park on leopard movement and behaviour in tropical Asia								MAMMALIAN BIOLOGY				82				65	73		10.1016/j.mambio.2016.11.004			JAN 2017	2017										2							WOS:000394197500009		
J	Carroll, Annemaree; Bower, Julie M.; Muspratt, Sandy								The conceptualization and construction of the Self in a Social Context-Social Connectedness Scale: A multidimensional scale for high school students								INTERNATIONAL JOURNAL OF EDUCATIONAL RESEARCH				81				97	107		10.1016/j.ijer.2016.12.001			2017	2017										1							WOS:000394409900009		
J	Jorgensen, Matthew J.; Lambert, Kelsey R.; Breaux, Sarah D.; Baker, Kate C.; Snively, Beverly M.; Weed, James L.								Pair Housing of Vervets/African Green Monkeys for Biomedical Research								AMERICAN JOURNAL OF PRIMATOLOGY				79	1					e22501	10.1002/ajp.22501			JAN 2017	2017										3							WOS:000394661500007		
J	Milardi, Marco; Lappalainen, Jyrki; McGowan, Suzanne; Weckstrom, Jan								Can fish introductions alter nutrient cycles in previously fishless high-latitude lakes?								JOURNAL OF LIMNOLOGY				76	1			1	14		10.4081/jlimnol.2016.1364			2017	2017										1							WOS:000396708700001		
J	Manenti, Raoul; Zanetti, Nicola; Pennati, Roberta; Scari, Giorgio								Factors driving semi-aquatic predator occurrence in traditional cattle drinking pools: conservation issues								JOURNAL OF LIMNOLOGY				76	1			34	40		10.4081/jlimnol.2016.1447			2017	2017										0							WOS:000396708700004		
J	Rinta, Paeivi; Bastviken, David; Schilder, Jos; Van Hardenbroek, Maarten; Stoetter, Tabea; Heiri, Oliver								Higher late summer methane emission from central than northern European lakes								JOURNAL OF LIMNOLOGY				76	1			52	67		10.4081/jlimnol.2016.1475			2017	2017										3							WOS:000396708700006		
J	Babini, Selene; Cibils Martina, Luciana; Luque, Elisa; Gari, Noemi; Salas, Nancy; Martino, Adolfo L.								Anuran larvae diet from agroecosystem's ponds: environmental quality and implications for their populations								JOURNAL OF LIMNOLOGY				76	1			137	147		10.4081/jlimnol.2016.1455			2017	2017										2							WOS:000396708700013		
J	Asslaber, Martin; Schauer, Silvia; Gogg-Kamerer, Margit; Bernhart, Eva; Quehenberger, Franz; Haybaeck, Johannes								Native Oligodendrocytes in Astrocytomas Might Inhibit Tumor Proliferation by WIF1 Expression								JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY				76	1			16	26		10.1093/jnen/nlw098			JAN 2017	2017										1							WOS:000397148800002		
J	Flanagan, Margaret E.; Marshall, Desiree A.; Shofer, Jane B.; Montine, Kathleen S.; Nelson, Peter T.; Montine, Thomas J.; Keene, C. Dirk								Performance of a Condensed Protocol That Reduces Effort and Cost of NIA-AA Guidelines for Neuropathologic Assessment of Alzheimer Disease								JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY				76	1			39	43		10.1093/jnen/nlw104			JAN 2017	2017										2							WOS:000397148800005		
J	Vaclav, Radovan; Kolnikova, Zuzana								Effects of food and thermal regimes on body condition indices and skin colouration in corn snakes								BIOLOGIA				72	1			84	95		10.1515/biolog-2017-0008			JAN 2017	2017										0							WOS:000394538200010		
J	Bienczak, Andrzej; Cook, Adrian; Wiesner, Lubbe; Mulenga, Veronica; Kityo, Cissy; Kekitiinwa, Addy; Walker, A. Sarah; Owen, Andrew; Gibb, Diana M.; Burger, David; McIlleron, Helen; Denti, Paolo								Effect of diurnal variation, CYP2B6 genotype and age on the pharmacokinetics of nevirapine in African children								JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY				72	1			190	199		10.1093/jac/dkw388			JAN 2017	2017										3							WOS:000394038700024		
J	Shen, Jie; Landis, Gary N.; Tower, John								Multiple Metazoan Life-span Interventions Exhibit a Sex-specific Strehler-Mildvan Inverse Relationship Between Initial Mortality Rate and Age-dependent Mortality Rate Acceleration								JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES				72	1			44	53		10.1093/gerona/glw005			JAN 2017	2017										5							WOS:000396948200006		
J	Haber, Annat; Dworkin, Ian								Disintegrating the fly: A mutational perspective on phenotypic integration and covariation								EVOLUTION				71	1			66	80		10.1111/evo.13100			JAN 2017	2017										0							WOS:000394439600006		
J	Spigler, Rachel B.; Theodorou, Konstantinos; Chang, Shu-Mei								Inbreeding depression and drift load in small populations at demographic disequilibrium								EVOLUTION				71	1			81	94		10.1111/evo.13103			JAN 2017	2017										3							WOS:000394439600007		
J	Sato, Noriyosi; Yoshida, Masa-aki; Kasugai, Takashi								Impact of cryptic female choice on insemination success: Larger sized and longer copulating male squid ejaculate more, but females influence insemination success by removing spermatangia								EVOLUTION				71	1			111	120		10.1111/evo.13108			JAN 2017	2017										6							WOS:000394439600009		
J	Costa, Joana; Castro, Silvia; Loureiro, Joao; Barrett, Spencer C. H.								Experimental insights on the function of ancillary pollen and stigma polymorphisms in plants with heteromorphic incompatibility								EVOLUTION				71	1			121	134		10.1111/evo.13082			JAN 2017	2017										5							WOS:000394439600010		
J	Alton, Lesley A.; Condon, Catriona; White, Craig R.; Angilletta, Michael J., Jr.								Colder environments did not select for a faster metabolism during experimental evolution of Drosophila melanogaster								EVOLUTION				71	1			145	152		10.1111/evo.13094			JAN 2017	2017										4							WOS:000394439600012		
J	Rodrigues, Leonor R.; Figueiredo, Alexandre R. T.; Varela, Susana A. M.; Olivieri, Isabelle; Magalhaes, Sara								Male spider mites use chemical cues, but not the female mating interval, to choose between mates								EXPERIMENTAL AND APPLIED ACAROLOGY				71	1			1	13		10.1007/s10493-016-0103-9			JAN 2017	2017										0							WOS:000396143100001		
J	Rashed, Hala; Flatman, Katarina; Bamford, Mark; Teo, Kah W.; Saldanha, Gerald								Breslow density is a novel prognostic feature in cutaneous malignant melanoma								HISTOPATHOLOGY				70	2			264	272		10.1111/his.13060			JAN 2017	2017										1							WOS:000394982000014		
J	Getz, Laura M.; Wohltjen, Sophie; Kubovy, Michael								Competition between rhythmic and linguistic meaning revisited: the effect of task demands								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY				70	7			1151	1165		10.1080/17470218.2016.1173078			2017	2017										0							WOS:000396826100006		
J	Maier, Robert M.; Pickering, Martin J.; Hartsuiker, Robert J.								Does translation involve structural priming?								QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY				70	8			1575	1589		10.1080/17470218.2016.1194439			2017	2017										0							WOS:000396829000011		
J	Pan, Pan; Skaer, Chad W.; Wang, Hsin-Tzu; Kreiser, Michael A.; Stirdivant, Steven M.; Oshima, Kiyoko; Huang, Yi-Wen; Young, Matthew R.; Wang, Li-Shu								Systemic Metabolite Changes in Wild-type C57BL/6 Mice Fed Black Raspberries								NUTRITION AND CANCER-AN INTERNATIONAL JOURNAL				69	2			299	306		10.1080/01635581.2017.1263748			2017	2017										7							WOS:000394613600014		
J	Bae, Jichul; Nurse, Robert E.; Simard, Marie-Josee; Page, Eric R.								Managing glyphosate-resistant common ragweed (Ambrosia artemisiifolia): effect of glyphosate-phenoxy tank mixes on growth, fecundity, and seed viability								WEED SCIENCE				65	1			31	40		10.1614/WS-D-16-00094.1			JAN-FEB 2017	2017										1							WOS:000395119900005		
J	Rotches-Ribalta, Roser; Armengot, Laura; Mader, Paul; Mayer, Jochen; Sans, Francesc Xavier								Long-Term Management Affects the Community Composition of Arable Soil Seedbanks								WEED SCIENCE				65	1			73	82		10.1614/WS-D-16-00072.1			JAN-FEB 2017	2017										3							WOS:000395119900009		
J	Almalki, Mohammed; Kupan, Krisztina; Carmona-Isunza, Maria Cristina; Lopez, Pedrin; Veiga, Ana; Kosztolanyi, Andras; Szekely, Tamas; Kuepper, Clemens								MORPHOLOGICAL AND GENETIC DIFFERENTIATION AMONG KENTISH PLOVER CHARADRIUS ALEXANDRINUS POPULATIONS IN MACARONESIA								ARDEOLA				64	1			3	16		10.13157/arla.64.1.2017.ra1			JAN 2017	2017										2							WOS:000395100800001		
J	Zufiaurre, Emmanuel; Codesido, Mariano; Abba, Agustin M.; Bilenca, David								THE ROLE OF STUBBLE TYPE AND SPILLED SEED BIOMASS ON THE ABUNDANCE OF SEED-EATING BIRDS IN AGROECOSYSTEMS								ARDEOLA				64	1			31	48		10.13157/arla.64.1.2017.ra3			JAN 2017	2017										0							WOS:000395100800003		
J	Perez-Granados, Cristian; Lopez-Iborra, German M.								ASSESSMENT OF COUNTING METHODS USED FOR ESTIMATING THE NUMBER OF TERRITORIAL MALES IN THE ENDANGERED DUPONT'S LARK								ARDEOLA				64	1			75	84		10.13157/arla.64.1.2017.sc2			JAN 2017	2017										1							WOS:000395100800006		
J	Pollett, Simon; Boscardin, W. John; Azziz-Baumgartner, Eduardo; Tinoco, Yeny O.; Soto, Giselle; Romero, Candice; Kok, Jen; Biggerstaff, Matthew; Viboud, Cecile; Rutherford, George W.								Evaluating Google Flu Trends in Latin America: Important Lessons for the Next Phase of Digital Disease Detection								CLINICAL INFECTIOUS DISEASES				64	1			34	41		10.1093/cid/ciw657			JAN 1 2017	2017										5							WOS:000397123100014		
J	Sturm, Dominic J.; Kunz, Christoph; Peteinatos, Gerassimos; Gerhards, Roland								Do cover crop sowing date and fertilization affect field weed suppression?								PLANT SOIL AND ENVIRONMENT				63	2			82	88		10.17221/1/2017-PSE			2017	2017										1							WOS:000395919600006		
J	Katsube, Takayuki; Wajima, Toshihiro; Ishibashi, Toru; Ferreira, Juan Camilo Arjona; Echols, Roger								Pharmacokinetic/Pharmacodynamic Modeling and Simulation of Cefiderocol, a Parenteral Siderophore Cephalosporin, for Dose Adjustment Based on Renal Function								ANTIMICROBIAL AGENTS AND CHEMOTHERAPY				61	1					e01381-16	10.1128/AAC.01381-16			JAN 2017	2017										10							WOS:000394095800023		
J	Lanzi Saulino, Hugo Henrique; Trivinho-Strixino, Susana								The invasive white ginger lily (Hedichium coronarium) simplifies the trait composition of an insect assemblage in the littoral zone of a Savanna reservoir								REVISTA BRASILEIRA DE ENTOMOLOGIA				61	1			60	68		10.1016/j.rbe.2016.12.003			JAN-MAR 2017	2017										1							WOS:000397015800007		
J	De Medeiros, Bruno Augusto Souza; Barghini, Alessandro; Vanin, Sergio Antonio								Streetlights attract a broad array of beetle species								REVISTA BRASILEIRA DE ENTOMOLOGIA				61	1			74	79		10.1016/j.rbe.2016.11.004			JAN-MAR 2017	2017										1							WOS:000397015800009		
J	dos Santos, Carlos Magno; Camargo, Roberto da Silva; Brugger, Mariana; Forti, Luiz Carlos; Santos Lopes, Juliane Floriano								Effect of the presence of brood and fungus on the nest architecture and digging activity of Acromyrmex subterraneus Forel (Hymenoptera, Formicidae)								REVISTA BRASILEIRA DE ENTOMOLOGIA				61	1			80	85		10.1016/j.rbe.2016.12.002			JAN-MAR 2017	2017										0							WOS:000397015800010		
J	Costea, Marioara; Tausan, Ioan								Land degradation a matter of attitude? A case study from southern Transylvania (Romania)								JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT				60	5			821	841		10.1080/09640568.2016.1182479			2017	2017										0							WOS:000395198300004		
J	Nguyen, Tanh T. N.; Migliaccio, Kati W.; Evans, Edward A.; Martinez, Christopher J.; Sansalone, John J.; Clark, Mark W.								Coupling hydrologic and economic modeling for wetland management multi-optimization in Tram Chim National Park, Vietnam								JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT				60	5			842	861		10.1080/09640568.2016.1182897			2017	2017										0							WOS:000395198300005		
J	Lopez-Aguirre, Camilo; Archer, Michael; Hand, Suzanne J.; Laffan, Shawn W.								EXTINCTION OF SOUTH AMERICAN SPARASSODONTANS (METATHERIA): ENVIRONMENTAL FLUCTUATIONS OR COMPLEX ECOLOGICAL PROCESSES?								PALAEONTOLOGY				60	1			91	115		10.1111/pala.12272			JAN 2017	2017										1							WOS:000396894100006		
J	Sarzynska, Justyna; Zelechowska, Dorota; Falkiewicz, Marcel; Necka, Edward								Attention Training in Schoolchildren Improves Attention but Fails to Enhance Fluid Intelligence								STUDIA PSYCHOLOGICA				59	1			50	65		10.21909/sp.2017.01.730			2017	2017										1							WOS:000396739800004		
J	Silveira, D. D.; De Vargas, L.; Roso, V. M.; Campos, G. S.; Souza, F. R. P.; Boligon, A. A.								Genetic study of visual scores and hip height at different ages in Nelore cattle								ANIMAL PRODUCTION SCIENCE				57	4			614	621		10.1071/AN15657			2017	2017										0							WOS:000395565100003		
